,,,,Disease A,Disease A,,,,,Disease B,,Disease B,,,,,,,,,,,,,,,
Region_2,47,1,,3.42%,1.63%,2.95%,2.48%,0.13%,0.14%,1.95%,2.83%,0.16%,0.00%,0.00%,0.09%,0.13%,2.72%,0.00%,0.00%,0.17%,2.56%,0.00%,0.17%,2.93%,0.00%,5.15%,0.46%
Region_1,73,1,,0.65%,0.07%,0.20%,1.60%,0.10%,0.67%,0.24%,0.49%,0.33%,0.00%,0.22%,0.21%,0.20%,0.17%,0.00%,0.23%,0.24%,0.62%,0.00%,0.12%,0.58%,0.31%,0.26%,0.48%
Region_2,46,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.15%
Region_1,74,1,,0.19%,0.29%,0.40%,0.09%,0.19%,0.29%,0.12%,0.14%,0.41%,0.52%,0.37%,0.07%,0.30%,0.08%,0.43%,0.76%,0.24%,0.14%,0.17%,0.37%,0.15%,0.42%,0.09%,0.00%
Region_2,45,1,,0.06%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.15%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_1,75,1,,0.19%,0.29%,0.40%,0.17%,0.20%,0.29%,0.12%,0.11%,0.41%,0.35%,0.30%,0.07%,0.41%,0.08%,0.29%,0.69%,0.24%,0.14%,0.17%,0.25%,0.15%,0.42%,0.09%,0.00%
Region_2,44,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_1,76,1,,0.10%,0.07%,0.00%,0.09%,0.00%,0.00%,0.00%,0.04%,0.11%,0.00%,0.08%,0.07%,0.00%,0.00%,0.00%,0.23%,0.00%,0.07%,0.00%,0.00%,0.00%,0.21%,0.09%,0.00%
Region_2,43,1,,0.06%,0.09%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_1,77,1,,0.10%,0.07%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.08%,0.18%,0.08%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.09%,0.00%
Region_2,42,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_1,78,1,,0.05%,0.15%,0.00%,0.18%,0.00%,0.20%,0.00%,0.04%,0.04%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.12%,0.00%,0.18%,0.13%,0.15%,0.11%,0.00%,0.00%
Region_2,41,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%
Region_1,79,1,,0.00%,0.08%,0.00%,0.00%,0.10%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.15%,0.00%,0.12%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_2,40,1,,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_1,80,1,,0.00%,0.00%,0.07%,0.09%,0.20%,0.00%,0.00%,0.04%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%
Region_2,39,1,,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%
Region_2,38,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,37,1,,0.00%,0.00%,0.09%,0.08%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%
Region_2,36,1,,0.00%,0.00%,0.09%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,35,1,,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,34,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,33,1,,0.00%,0.00%,0.09%,0.08%,0.11%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,32,1,,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,31,1,,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.17%,0.00%,0.11%,0.00%,0.00%,0.19%,0.14%,0.09%,0.00%,0.07%,0.40%,0.00%,0.10%,0.00%
Region_2,30,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.17%,0.00%,0.11%,0.00%,0.00%,0.19%,0.14%,0.09%,0.00%,0.07%,0.40%,0.00%,0.00%,0.00%
Region_2,29,1,,0.20%,0.49%,0.17%,0.31%,0.21%,0.22%,0.26%,0.31%,0.54%,0.47%,0.42%,0.15%,0.63%,0.27%,0.72%,0.93%,0.55%,0.34%,0.20%,0.55%,0.59%,0.63%,0.19%,0.79%
Region_2,28,1,,0.25%,0.57%,0.16%,0.31%,0.21%,0.22%,0.26%,0.31%,0.62%,0.62%,0.50%,0.15%,0.63%,0.27%,0.72%,0.92%,0.55%,0.34%,0.19%,0.61%,0.58%,0.42%,0.19%,0.79%
Region_2,27,1,,0.10%,0.00%,0.16%,0.08%,0.10%,0.22%,0.00%,0.00%,0.04%,0.15%,0.00%,0.08%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.09%,0.00%
Region_2,26,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,25,1,,0.00%,0.08%,0.08%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%
Region_2,24,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%
Region_2,23,1,,0.10%,0.08%,0.00%,0.08%,0.10%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.10%,0.00%,0.00%
Region_2,22,1,,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_2,21,1,,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,20,1,,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.07%,0.04%,0.00%,0.07%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.07%,0.17%,0.00%,0.00%,0.00%,0.17%,0.12%
Region_2,19,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,18,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,17,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.04%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%
Region_2,16,1,,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%
Region_2,15,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,14,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,13,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,12,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,11,1,,0.00%,0.07%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,10,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,9,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,8,1,,0.08%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.08%,0.00%,0.14%,0.06%,0.00%,0.00%,0.00%,0.08%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.11%
Region_2,7,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,6,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,5,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,4,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%
Region_2,3,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,2,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,1,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_2,0,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.24%,0.07%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%
Region_3,0,2,,0.06%,0.00%,0.00%,0.00%,0.11%,0.08%,0.15%,0.10%,0.00%,0.00%,0.00%,0.00%,0.37%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.11%,0.00%
Region_3,1,2,,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.05%,0.00%,0.21%,0.00%,0.00%,0.00%,0.20%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,2,2,,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%
Region_3,3,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,4,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,5,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,6,2,,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,7,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.19%,0.00%,0.00%,0.00%
Region_3,8,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,9,2,,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,10,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,11,2,,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.12%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,12,2,,0.06%,0.07%,0.26%,0.00%,0.00%,0.00%,0.00%,0.05%,0.14%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.11%,0.00%
Region_3,13,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,14,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%
Region_3,15,2,,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%
Region_3,16,2,,0.00%,0.00%,0.09%,0.08%,0.00%,0.17%,0.00%,0.00%,0.05%,0.00%,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_3,17,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,18,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.22%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.08%,0.00%,0.09%,0.00%,0.11%,0.00%,0.00%
Region_3,19,2,,0.06%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.08%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%
Region_3,20,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,21,2,,0.06%,0.15%,0.00%,0.09%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_3,22,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.05%,0.00%,0.00%,0.00%,0.13%,0.21%,0.18%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,23,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.08%,0.00%,0.11%,0.00%,0.12%,0.00%,0.08%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_3,24,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.12%,0.00%
Region_3,25,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%
Region_3,26,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%
Region_3,27,2,,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,28,2,,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.13%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_3,29,2,,0.00%,0.08%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,30,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,31,2,,0.00%,0.00%,0.00%,0.09%,0.12%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,32,2,,0.07%,0.00%,0.09%,0.19%,0.00%,0.00%,0.00%,0.05%,0.10%,0.00%,0.00%,0.08%,0.13%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%
Region_3,33,2,,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.13%,0.11%,0.19%,0.00%,0.16%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,34,2,,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.12%,0.00%
Region_3,35,2,,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,36,2,,0.07%,0.08%,0.00%,0.10%,0.00%,0.00%,0.17%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.20%,0.00%,0.24%,0.00%
Region_3,37,2,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,38,2,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_3,39,2,,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.17%,0.05%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.12%,0.00%,0.18%
Region_3,40,2,,0.21%,0.17%,0.00%,0.00%,0.13%,0.00%,0.17%,0.05%,0.00%,0.25%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.12%,0.12%,0.00%
Region_3,41,2,,0.07%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.08%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,42,2,,0.07%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,43,2,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%
Region_3,44,2,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.25%,0.00%,0.08%,0.00%,0.12%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,45,2,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.05%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,46,2,,0.07%,0.00%,0.10%,0.10%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%
Region_3,47,2,,0.07%,0.00%,0.20%,0.00%,0.00%,0.00%,0.00%,0.06%,0.05%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.12%,0.13%,0.00%
Region_3,48,2,,0.07%,0.00%,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,49,2,,0.08%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_3,50,2,,0.08%,0.00%,0.00%,0.21%,0.00%,0.00%,0.18%,0.06%,0.06%,0.00%,0.11%,0.09%,0.00%,0.12%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.19%
